name,region,year,POP,GDP,HEX,LAN,MOR
"Macao SAR, China",East Asia & Pacific,2006,479728,14789661809,NA,28.6,NA
"Macedonia, FYR",Europe & Central Asia,2006,2047330,6861222332,7.61320744,25430,13.2
Madagascar,Sub-Saharan Africa,2006,18826129,5515884349,5.11190088,581540,75.4
Malawi,Sub-Saharan Africa,2006,13112383,3998020177,8.99284504,94280,109.9
Malaysia,East Asia & Pacific,2006,26263048,163e9,3.65423211,328550,8.1
Maldives,South Asia,2006,333e3,1474698125,7.37121198,300,20.1
Mali,Sub-Saharan Africa,2006,13309942,6899799786,6.55543828,1220190,162.9
Malta,Middle East & North Africa,2006,405308,6365500032,8.93281432,320,6.9
Marshall Islands,East Asia & Pacific,2006,52080,143656582.8,19.79982033,180,39.9
Mauritania,Sub-Saharan Africa,2006,3241762,3040716679,3.20757593,1030700,107.9
Mauritius,Sub-Saharan Africa,2006,1233996,6731529168,4.37870539,2030,15.9
Mexico,Latin America & Caribbean,2006,111382857,965e9,5.83217814,1943950,18.9
"Micronesia, Fed. Sts.",East Asia & Pacific,2006,105680,252991200,11.92411067,700,45.9
Moldova,Europe & Central Asia,2006,3585209,3408272498,10.62583313,32890,18.7
Monaco,Europe & Central Asia,2006,34384,4663488363,3.81972113,2,4.4
Mongolia,East Asia & Pacific,2006,2558484,3414055663,4.67597361,1553560,40.3
Montenegro,Europe & Central Asia,2006,615025,2696020575,8.01219061,13450,9.6
Morocco,Middle East & North Africa,2006,30691434,68640825481,5.23396796,446300,38.8
Mozambique,Sub-Saharan Africa,2006,21737860,8312078525,6.51278626,786380,127.8
Myanmar,East Asia & Pacific,2006,50355559,NA,1.77640517,653470,68.1
Namibia,Sub-Saharan Africa,2006,2053915,7978734402,7.19928741,823290,68.4
Nauru,East Asia & Pacific,2006,10101,NA,13.54904504,20,39
Nepal,South Asia,2006,25794344,9043715356,5.69674996,143350,56.6
Netherlands,Europe & Central Asia,2006,16346101,727e9,9.35703746,33760,5.2
New Caledonia,East Asia & Pacific,2006,235e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2006,4184600,112e9,8.64627633,263310,6.5
Nicaragua,Latin America & Caribbean,2006,5450217,6786294637,6.33185521,120340,30.4
Niger,Sub-Saharan Africa,2006,13995530,3646728060,7.39442881,1266700,161.8
Nigeria,Sub-Saharan Africa,2006,143318011,145e9,3.65686026,910770,152.2
Northern Mariana Islands,East Asia & Pacific,2006,62235,NA,NA,460,NA
Norway,Europe & Central Asia,2006,4660677,345e9,8.43055064,365245,3.9
Oman,Middle East & North Africa,2006,2553376,37215864759,2.31084657,309500,12.3
Pakistan,South Asia,2006,156524189,137e9,3.40168643,770880,99.3
Palau,East Asia & Pacific,2006,20012,1947e5,8.71445874,460,22.1
Panama,Latin America & Caribbean,2006,3378600,18144936600,6.99655716,74340,22.3
Papua New Guinea,East Asia & Pacific,2006,6236158,5527856839,5.91902791,452860,72.9
Paraguay,Latin America & Caribbean,2006,5882797,10646157920,6.42732062,397300,27.5
Peru,Latin America & Caribbean,2006,27949958,87862091339,4.46819608,128e4,25.9
Philippines,East Asia & Pacific,2006,87592899,122e9,3.95164594,298170,34.9
Poland,Europe & Central Asia,2006,38141267,343e9,6.1706712,306320,7.3
Portugal,Europe & Central Asia,2006,10522288,209e9,9.67265428,91470,4.4
Puerto Rico,Latin America & Caribbean,2006,3805214,87276164365,NA,8870,NA
Qatar,Middle East & North Africa,2006,988448,60882142857,2.58341286,11610,10
Romania,Europe & Central Asia,2006,21193760,124e9,5.05987966,229980,19.2
Russian Federation,Europe & Central Asia,2006,143049528,99e10,5.30478653,16377740,15.5
Rwanda,Sub-Saharan Africa,2006,9231041,3110328011,10.01649788,24670,98.6
Samoa,East Asia & Pacific,2006,181072,505832439.8,4.67689122,2830,19.1
San Marino,Europe & Central Asia,2006,29568,1469000145,3.85005378,60,4
Sao Tome and Principe,Sub-Saharan Africa,2006,156584,134441116.9,7.84085755,960,66.7
Saudi Arabia,Middle East & North Africa,2006,25419994,377e9,3.54970413,2149690,19.2
Senegal,Sub-Saharan Africa,2006,11578430,9358710935,5.4435566,192530,88.8
Serbia,Europe & Central Asia,2006,7411569,30607991862,8.99165287,87460,8.4
Seychelles,Sub-Saharan Africa,2006,84600,1016418229,3.72881909,460,14.2
Sierra Leone,Sub-Saharan Africa,2006,5243214,1885112202,10.67789154,72180,196.2
Singapore,East Asia & Pacific,2006,4401365,148e9,3.65590488,694,2.9
Sint Maarten (Dutch part),Latin America & Caribbean,2006,38270,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2006,5373054,70388970016,7.34768079,48100,9.5
Slovenia,Europe & Central Asia,2006,2006868,39587730523,8.41787985,20140,4
Solomon Islands,East Asia & Pacific,2006,480716,456707935,6.6640115,27990,33.4
Somalia,Sub-Saharan Africa,2006,8686939,NA,NA,627340,173.7
South Africa,Sub-Saharan Africa,2006,47921682.32,272e9,7.56779385,1213090,73.1
South Sudan,Sub-Saharan Africa,2006,8445659,NA,NA,NA,132.1
Spain,Europe & Central Asia,2006,44397319,126e10,8.23258934,498980,5.5
Sri Lanka,South Asia,2006,1952e4,28279814925,4.06216396,62710,13.2
St. Kitts and Nevis,Latin America & Caribbean,2006,49818,636071e3,5.45901566,260,14.6
St. Lucia,Latin America & Caribbean,2006,167656,1074708501,6.37266722,610,17
St. Martin (French part),Latin America & Caribbean,2006,28414,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2006,108908,610778296.3,3.88350892,390,21.7
Sudan,Sub-Saharan Africa,2006,32809056,35822408612,3.92670182,2376e3,89.3
Suriname,Latin America & Caribbean,2006,495953,2626380435,6.21722335,156e3,28.3
Swaziland,Sub-Saharan Africa,2006,1118204,2947943587,6.81322502,17200,122.7
Sweden,Europe & Central Asia,2006,9080505,42e10,8.94799761,410340,3.4
Switzerland,Europe & Central Asia,2006,7483934,429e9,10.38772207,39517,5
Syrian Arab Republic,Middle East & North Africa,2006,18728200,33332844575,3.77755937,183630,18
Tajikistan,Europe & Central Asia,2006,6949566,2830228903,5.70209357,139960,61.5
Tanzania,Sub-Saharan Africa,2006,40260847,18610460327,6.86400679,885800,85.8
Thailand,East Asia & Pacific,2006,66174486,222e9,4.85773975,510890,17
Timor-Leste,East Asia & Pacific,2006,996052,463e6,0.65286624,14870,78.5
Togo,Sub-Saharan Africa,2006,5732175,2202809251,5.56021357,54390,102.1
Tonga,East Asia & Pacific,2006,101507,287983019.9,5.60594356,720,16.7
Trinidad and Tobago,Latin America & Caribbean,2006,1303141,18369070083,4.48975901,5130,26.3
Tunisia,Middle East & North Africa,2006,10127900,34378437265,5.64434473,155360,21.7
Turkey,Europe & Central Asia,2006,68704721,531e9,5.81085626,769630,25.7
Turkmenistan,Europe & Central Asia,2006,4801594,10277598152,2.90279089,469930,68
Turks and Caicos Islands,Latin America & Caribbean,2006,27642,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2006,9732,22902861.45,19.37748443,30,35.6
Uganda,Sub-Saharan Africa,2006,29000925,9942597780,9.86250092,199810,99.7
Ukraine,Europe & Central Asia,2006,46787750,108e9,6.39231981,579360,14
United Arab Emirates,Middle East & North Africa,2006,5171255,222e9,2.32534364,83600,9.6
United Kingdom,Europe & Central Asia,2006,60846820,259e10,8.36326097,241930,5.9
United States,North America,2006,298379912,139e11,15.2700426,9161920,7.9
Uruguay,Latin America & Caribbean,2006,3331041,19579457966,11.17178456,175020,13.8
Uzbekistan,Europe & Central Asia,2006,26488250,17030896203,5.49300901,425400,52.5
Vanuatu,East Asia & Pacific,2006,214635,439376794.1,3.96261637,12190,28
"Venezuela, RB",Latin America & Caribbean,2006,27221228,183e9,4.85046028,882050,17.9
Vietnam,East Asia & Pacific,2006,83311200,66371664817,5.56258599,310070,27.7
Virgin Islands (U.S.),Latin America & Caribbean,2006,107700,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2006,3406334,49101e5,NA,6020,25.8
"Yemen, Rep.",Middle East & North Africa,2006,21093973,19081726103,4.81712889,527970,68.5
Zambia,Sub-Saharan Africa,2006,12381509,12756858899,6.10709037,743390,104.5
Zimbabwe,Sub-Saharan Africa,2006,13127942,5443896500,5.1241363,386850,100
Afghanistan,South Asia,2007,25877544,9843842455,6.72831635,652860,113.2
Albania,Europe & Central Asia,2007,2970017,10701011897,6.10393525,27400,18.7
Algeria,Middle East & North Africa,2007,34261971,135e9,3.82141191,2381740,30.7
American Samoa,East Asia & Pacific,2007,57904,NA,NA,200,NA
Andorra,Europe & Central Asia,2007,84878,4010785102,6.33545578,470,3.6
Angola,Sub-Saharan Africa,2007,19183907,60448921272,3.38311163,1246700,196.4
Antigua and Barbuda,Latin America & Caribbean,2007,84397,1289254333,4.26972324,440,11.3
Argentina,Latin America & Caribbean,2007,39969903,329e9,6.49458405,2736690,15.8
Armenia,Europe & Central Asia,2007,2988117,9206301700,4.30883082,28470,21.1
Aruba,Latin America & Caribbean,2007,101218,2623726257,NA,180,NA
Australia,East Asia & Pacific,2007,20827600,853e9,8.5306305,7682300,5.4
Austria,Europe & Central Asia,2007,8295487,386e9,10.40127692,82578,4.7
Azerbaijan,Europe & Central Asia,2007,8581300,33050343783,5.09525293,82629,45.8
"Bahamas, The",Latin America & Caribbean,2007,342259,8318996e3,7.07559268,10010,14.8
Bahrain,Middle East & North Africa,2007,1026568,2173e7,3.07767478,750,10
Bangladesh,South Asia,2007,146592687,79611888213,2.79895606,130170,59.4
Barbados,Latin America & Caribbean,2007,276154,4546e6,5.63907522,430,15.8
Belarus,Europe & Central Asia,2007,956e4,45275747861,6.43772703,202900,7.9
Belgium,Europe & Central Asia,2007,10625700,472e9,9.25207442,30280,4.8
Belize,Latin America & Caribbean,2007,298403,1290542550,4.76058357,22810,20.6
Benin,Sub-Saharan Africa,2007,8707637,5969535132,4.54583981,112760,119
Bermuda,North America,2007,64888,5895048e3,NA,50,NA
Bhutan,South Asia,2007,681471,1196091805,5.87866065,38117,51.3
Bolivia,Latin America & Caribbean,2007,9441482,13120183157,4.96364424,1083300,54.9
Bosnia and Herzegovina,Europe & Central Asia,2007,3840418,15776422673,8.37007608,51200,8.3
Botswana,Sub-Saharan Africa,2007,1930431,10939053365,4.71306526,566730,62.6
Brazil,Latin America & Caribbean,2007,192784521,14e11,8.28058988,8358140,19.2
British Virgin Islands,Latin America & Caribbean,2007,24735,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2007,374459,12247694247,2.31773158,5270,9
Bulgaria,Europe & Central Asia,2007,7545338,44765733380,6.41034419,108610,14.2
Burkina Faso,Sub-Saharan Africa,2007,14264002,6771277871,6.62938957,273600,139.9
Burundi,Sub-Saharan Africa,2007,8514578,1356078278,10.02676743,25680,114.5
Cabo Verde,Sub-Saharan Africa,2007,481278,1513933983,4.30181632,4030,28.1
Cambodia,East Asia & Pacific,2007,13728700,8639235842,3.7458317,176520,55.8
Cameroon,Sub-Saharan Africa,2007,19078100,20431780378,4.75670352,472710,116.6
Canada,North America,2007,32887928,146e10,9.834884,9093510,5.9
Cayman Islands,Latin America & Caribbean,2007,51480,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2007,4202104,1698125618,4.04420573,622980,161.3
Chad,Sub-Saharan Africa,2007,10779504,8638711757,3.34616501,1259200,171.5
Channel Islands,Europe & Central Asia,2007,156516,11514605842,NA,194,NA
Chile,Latin America & Caribbean,2007,16462701,173e9,6.34524532,743532,8.9
China,East Asia & Pacific,2007,1317885e3,352e10,4.31833293,9388210.8,20.1
Colombia,Latin America & Caribbean,2007,44374647,207e9,6.25336641,1109500,20.3
Comoros,Sub-Saharan Africa,2007,649404,462453582.9,4.93045333,1861,93.5
"Congo, Dem. Rep.",Sub-Saharan Africa,2007,59834875,16364029327,3.61073821,2267050,128.9
"Congo, Rep.",Sub-Saharan Africa,2007,3715665,8394688284,2.53770363,341500,79.9
Costa Rica,Latin America & Caribbean,2007,4369465,26322000105,8.36985934,51060,10.3
Cote d'Ivoire,Sub-Saharan Africa,2007,18862172,20343635320,6.34588449,318e3,121.1
Croatia,Europe & Central Asia,2007,4436e3,60093155533,7.44334788,55960,6.2
Cuba,Latin America & Caribbean,2007,11284043,586035e5,10.41968483,106440,6.4
Cyprus,Europe & Central Asia,2007,1063040,23716042497,6.05253416,9240,4.3
Czech Republic,Europe & Central Asia,2007,10298828,189e9,6.522339,77250,4.7
Denmark,Europe & Central Asia,2007,5461438,32e10,9.98729401,42430,4.5
Djibouti,Middle East & North Africa,2007,799309,847918929.1,7.72082465,23180,83.5
Dominica,Latin America & Caribbean,2007,70795,421481481.5,4.66781159,750,16.5
Dominican Republic,Latin America & Caribbean,2007,9504336,44073886687,4.34354051,48320,35.5
Ecuador,Latin America & Caribbean,2007,14205479,51007777e3,5.93693781,248360,27.5
"Egypt, Arab Rep.",Middle East & North Africa,2007,77605327,13e10,4.95043355,995450,32.7
El Salvador,Latin America & Caribbean,2007,5986414,201049e5,6.31506264,20720,22.6
Equatorial Guinea,Sub-Saharan Africa,2007,665798,10776721748,2.24801409,28050,122.7
Eritrea,Sub-Saharan Africa,2007,4406299,1317974491,3.29157461,101e3,63.2
Estonia,Europe & Central Asia,2007,1340680,22237065426,5.15908483,42390,6.1
Ethiopia,Sub-Saharan Africa,2007,80891968,19707616773,4.69032041,1e6,93.8
Faroe Islands,Europe & Central Asia,2007,48599,2278229533,NA,1396,NA
Fiji,East Asia & Pacific,2007,834729,3405050612,3.74015968,18270,23.9
Finland,Europe & Central Asia,2007,5288720,255e9,8.09335361,304090,3.5
France,Europe & Central Asia,2007,64016229,266e10,10.44898821,547556,4.4
French Polynesia,East Asia & Pacific,2007,260361,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2007,1440902,12438956756,2.8583196,257670,71.9
"Gambia, The",Sub-Saharan Africa,2007,1536424,798870894.2,5.76134541,10120,90.6
Georgia,Europe & Central Asia,2007,4082e3,10172869680,8.16731799,69490,20.9
Germany,Europe & Central Asia,2007,82266372,344e10,10.1804053,348670,4.5
Ghana,Sub-Saharan Africa,2007,22528041,24758819718,5.30044343,227540,82.2
Gibraltar,Europe & Central Asia,2007,29770,NA,NA,10,NA
Greece,Europe & Central Asia,2007,11048473,318e9,9.4084693,128900,5
Greenland,Europe & Central Asia,2007,56555,2039990870,NA,410450,NA
Grenada,Latin America & Caribbean,2007,103587,758518518.5,5.87601597,340,13.7
Guam,East Asia & Pacific,2007,158332,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2007,13797629,34113107085,6.85595784,107160,38.4
Guinea,Sub-Saharan Africa,2007,10152521,4134173275,3.07812234,245720,125.9
Guinea-Bissau,Sub-Saharan Africa,2007,1527342,695606313.9,6.1035278,28120,133.6
Guyana,Latin America & Caribbean,2007,745638,1740334782,6.45346258,196850,42.1
Haiti,Latin America & Caribbean,2007,9556958,5885325590,5.55702995,27560,85.5
Honduras,Latin America & Caribbean,2007,7133737,12275501784,7.89426555,111890,27.6
"Hong Kong SAR, China",East Asia & Pacific,2007,6916300,212e9,NA,1050,NA
Hungary,Europe & Central Asia,2007,10055780,139e9,7.50953251,89610,7.5
Iceland,Europe & Central Asia,2007,311566,21293841230,8.75292103,100250,2.8
India,South Asia,2007,1179685631,124e10,4.22653116,2973190,68.5
Indonesia,East Asia & Pacific,2007,232296830,432e9,3.09844209,1811570,37.9
"Iran, Islamic Rep.",Middle East & North Africa,2007,71720859,337e9,5.84412037,1628550,22.8
Iraq,Middle East & North Africa,2007,28423538,88840050497,3.69178171,437370,39.1
Ireland,Europe & Central Asia,2007,4398942,27e10,7.57001772,68890,4.6
Isle of Man,Europe & Central Asia,2007,81914,5686310749,NA,570,NA
Israel,Middle East & North Africa,2007,7180100,18e10,7.36888637,21640,5.1
Italy,Europe & Central Asia,2007,58438310,22e11,8.48168567,294140,4.2
Jamaica,Latin America & Caribbean,2007,2662481,12824094990,4.87190883,10830,19.2
Japan,East Asia & Pacific,2007,128001e3,436e10,8.24853451,364500,3.5
Jordan,Middle East & North Africa,2007,5759424,17110609732,8.34550992,88240,22.7
Kazakhstan,Europe & Central Asia,2007,15484192,105e9,3.18543508,2699700,28.1
Kenya,Sub-Saharan Africa,2007,37250540,31958195182,4.07795506,569140,76.1
Kiribati,East Asia & Pacific,2007,96310,123002259.2,13.65860476,810,64.8
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2007,24111945,NA,NA,120410,32.4
"Korea, Rep.",East Asia & Pacific,2007,48597652,112e10,5.98674394,96920,4.8
Kosovo,Europe & Central Asia,2007,1733404,4833561456,NA,10887,NA
Kuwait,Middle East & North Africa,2007,2538591,115e9,2.13286507,17820,11.5
Kyrgyz Republic,Europe & Central Asia,2007,5268400,3802566171,6.87338793,191800,36.3
Lao PDR,East Asia & Pacific,2007,5939634,4222962988,4.14439212,230800,89.8
Latvia,Europe & Central Asia,2007,2200325,30847189167,7.01215151,62196,11.1
Lebanon,Middle East & North Africa,2007,4085426,24577114428,8.9037559,10230,12.1
Lesotho,Sub-Saharan Africa,2007,1955656,1597476793,8.46770338,30360,119.3
Liberia,Sub-Saharan Africa,2007,3522337,739027200,10.23524323,96320,107.8
Libya,Middle East & North Africa,2007,6017794,67516236338,2.62642263,1759540,20.2
Liechtenstein,Europe & Central Asia,2007,35431,4601430549,NA,160,NA
Lithuania,Europe & Central Asia,2007,3231294,39738180077,6.22384874,62680,8.8
Luxembourg,Europe & Central Asia,2007,479993,50323159047,6.79800543,2590,3
"Macao SAR, China",East Asia & Pacific,2007,493022,18340472131,NA,29.2,NA
"Macedonia, FYR",Europe & Central Asia,2007,2051427,8336478142,6.89955664,25230,12.5
Madagascar,Sub-Saharan Africa,2007,19371031,7342923489,4.98399653,581540,70.8
Malawi,Sub-Saharan Africa,2007,13498377,4432937046,9.31250037,94280,104.9
Malaysia,East Asia & Pacific,2007,26730607,194e9,3.60562884,328550,8
Maldives,South Asia,2007,349e3,1745998938,6.64152393,300,17.8
Mali,Sub-Saharan Africa,2007,13759226,8145694632,6.97251095,1220190,155.1
Malta,Middle East & North Africa,2007,406724,7466219569,8.35676141,320,6.8
Marshall Islands,East Asia & Pacific,2007,52136,150071644.8,20.42172636,180,39.7
Mauritania,Sub-Saharan Africa,2007,3328285,3356757497,3.53528514,1030700,105.5
Mauritius,Sub-Saharan Africa,2007,1239630,7792052680,4.24109725,2030,16
Mexico,Latin America & Caribbean,2007,113139374,104e10,5.91563943,1943950,18.4
"Micronesia, Fed. Sts.",East Asia & Pacific,2007,105080,255890800,11.99023438,700,44.6
Moldova,Europe & Central Asia,2007,3576910,4401154128,10.88435311,32890,18.1
Monaco,Europe & Central Asia,2007,35046,5974371696,3.38073993,2,4.3
Mongolia,East Asia & Pacific,2007,2592776,4234999703,5.06366434,1553560,37.4
Montenegro,Europe & Central Asia,2007,615875,3668857104,6.74225066,13450,8.9
Morocco,Middle East & North Africa,2007,31011322,79041539006,5.47518256,446300,37.3
Mozambique,Sub-Saharan Africa,2007,22359637,9366742309,5.25271234,786380,120.1
Myanmar,East Asia & Pacific,2007,50698814,NA,1.68461292,653520,65.8
Namibia,Sub-Saharan Africa,2007,2083174,8740865600,6.99321064,823290,64
Nauru,East Asia & Pacific,2007,10075,NA,19.14755531,20,39.3
Nepal,South Asia,2007,26063619,10325618017,5.84111345,143350,53.6
Netherlands,Europe & Central Asia,2007,16381696,839e9,9.35717394,33760,5
New Caledonia,East Asia & Pacific,2007,238e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2007,4223800,137e9,8.35417746,263310,6.4
Nicaragua,Latin America & Caribbean,2007,5522119,7458103362,6.91390603,120340,29.2
Niger,Sub-Saharan Africa,2007,14527631,4291363391,6.93941879,1266700,151.3
Nigeria,Sub-Saharan Africa,2007,147152502,166e9,4.4733267,910770,146.4
Northern Mariana Islands,East Asia & Pacific,2007,59791,NA,NA,460,NA
Norway,Europe & Central Asia,2007,4709153,401e9,8.58441414,365245,3.7
Oman,Middle East & North Africa,2007,2593750,42085305592,2.42579068,309500,12.1
Pakistan,South Asia,2007,159767672,152e9,3.35353968,770880,97.4
Palau,East Asia & Pacific,2007,20118,196e6,9.0090566,460,21.4
Panama,Latin America & Caribbean,2007,3438398,20958e6,6.30662961,74340,21.7
Papua New Guinea,East Asia & Pacific,2007,6387470,6340673794,4.03723822,452860,71.5
Paraguay,Latin America & Caribbean,2007,5966160,13794910634,6.4115059,397300,26.6
