name,region,indicator,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
Belgium,Europe & Central Asia,GDP,2.38E+11,2.59E+11,3.19E+11,3.71E+11,3.87E+11,4.10E+11,4.72E+11,5.19E+11,4.85E+11,4.84E+11,5.27E+11,4.98E+11,5.21E+11,5.31E+11,4.54E+11
Bosnia and Herzegovina,Europe & Central Asia,GDP,5748990666,6651226179,8370020196,10022840635,11225138297,12866524918,15776422673,19101454464,17600630727,17163117551,18628022743,17207367626,18154290272,18521476055,15995392118
Bulgaria,Europe & Central Asia,GDP,14135393876,16360346654,21074775206,26094622564,29821662537,34304448150,44765733380,54666642734,51783454184,49939168133,56949835052,53576670828,55626359256,56717054674,48952959080
Channel Islands,Europe & Central Asia,GDP,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,,,,
Croatia,Europe & Central Asia,GDP,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967,57770884729,57136241867,48732003674
Cyprus,Europe & Central Asia,GDP,10328979964,11345759615,14445240091,17164625000,18270009451,19866878479,23716042497,27493064742,25593262401,25247424011,27089174646,24940600822,24055947955,23227106276,19319729400
Czech Republic,Europe & Central Asia,GDP,67375623427,81696651659,99300329682,1.19E+11,1.36E+11,1.55E+11,1.89E+11,2.35E+11,2.06E+11,2.07E+11,2.27E+11,2.06E+11,2.08E+11,2.05E+11,1.82E+11
Denmark,Europe & Central Asia,GDP,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.65E+11,2.83E+11,3.20E+11,3.53E+11,3.20E+11,3.20E+11,3.41E+11,3.25E+11,3.39E+11,3.46E+11,2.95E+11
Estonia,Europe & Central Asia,GDP,6245072062,7322068381,9833875339,12059204969,14006093769,16963630661,22237065426,24194038377,19652486802,19494662252,23168793439,23135266649,25246787742,26485161116,22691482755
Faroe Islands,Europe & Central Asia,GDP,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419,2613458942,,
Finland,Europe & Central Asia,GDP,1.29E+11,1.40E+11,1.71E+11,1.97E+11,2.04E+11,2.17E+11,2.55E+11,2.84E+11,2.51E+11,2.48E+11,2.74E+11,2.57E+11,2.70E+11,2.72E+11,2.30E+11
France,Europe & Central Asia,GDP,1.38E+12,1.50E+12,1.85E+12,2.12E+12,2.20E+12,2.33E+12,2.66E+12,2.92E+12,2.69E+12,2.65E+12,2.86E+12,2.68E+12,2.81E+12,2.83E+12,2.42E+12
Georgia,Europe & Central Asia,GDP,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766809099,11638536891,14434619982,15846474596,16140047072,16509305828,13965385802
Germany,Europe & Central Asia,GDP,1.95E+12,2.08E+12,2.51E+12,2.82E+12,2.86E+12,3.00E+12,3.44E+12,3.75E+12,3.42E+12,3.42E+12,3.76E+12,3.54E+12,3.75E+12,3.87E+12,3.36E+12
Gibraltar,Europe & Central Asia,GDP,,,,,,,,,,,,,,,
Greece,Europe & Central Asia,GDP,1.36E+11,1.54E+11,2.02E+11,2.41E+11,2.48E+11,2.73E+11,3.18E+11,3.54E+11,3.30E+11,2.99E+11,2.88E+11,2.46E+11,2.40E+11,2.36E+11,1.95E+11
Greenland,Europe & Central Asia,GDP,1086170639,1169136691,1402452662,1617227234,1650283229,1811232805,2039990870,2301745558,2314737667,2287220565,2503747857,2356004771,2419043094,2441226080,
Hungary,Europe & Central Asia,GDP,53656435272,67516529107,84998508738,1.04E+11,1.13E+11,1.15E+11,1.39E+11,1.57E+11,1.30E+11,1.30E+11,1.40E+11,1.27E+11,1.34E+11,1.38E+11,1.21E+11
Iceland,Europe & Central Asia,GDP,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,16598494831
Ireland,Europe & Central Asia,GDP,1.09E+11,1.28E+11,1.65E+11,1.94E+11,2.11E+11,2.32E+11,2.70E+11,2.75E+11,2.35E+11,2.20E+11,2.42E+11,2.25E+11,2.38E+11,2.51E+11,2.38E+11
Isle of Man,Europe & Central Asia,GDP,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,5686310749,5827830311,5047757848,5420291955,6066057183,6432879504,6754330155,,
Italy,Europe & Central Asia,GDP,1.16E+12,1.27E+12,1.57E+12,1.80E+12,1.85E+12,1.94E+12,2.20E+12,2.39E+12,2.19E+12,2.13E+12,2.28E+12,2.07E+12,2.13E+12,2.14E+12,1.81E+12
Kazakhstan,Europe & Central Asia,GDP,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.05E+11,1.33E+11,1.15E+11,1.48E+11,2.00E+11,2.16E+11,2.44E+11,2.27E+11,1.84E+11
Kosovo,Europe & Central Asia,GDP,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7384901154,6385937673
Kyrgyz Republic,Europe & Central Asia,GDP,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6571853849
Latvia,Europe & Central Asia,GDP,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30221574615,31286809075,27035266718
Liechtenstein,Europe & Central Asia,GDP,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,
Lithuania,Europe & Central Asia,GDP,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46418255975,48353937110,41243983587
Luxembourg,Europe & Central Asia,GDP,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,57793612066
"Macedonia, FYR",Europe & Central Asia,GDP,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11318966947,10086021261
Moldova,Europe & Central Asia,GDP,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6551161404
Monaco,Europe & Central Asia,GDP,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,
Montenegro,Europe & Central Asia,GDP,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4139192053,4538199889,4087725813,4464497584,4587741791,3992640233
Netherlands,Europe & Central Asia,GDP,4.27E+11,4.65E+11,5.72E+11,6.51E+11,6.79E+11,7.27E+11,8.39E+11,9.36E+11,8.58E+11,8.36E+11,8.94E+11,8.29E+11,8.64E+11,8.79E+11,7.53E+11
Norway,Europe & Central Asia,GDP,1.74E+11,1.95E+11,2.29E+11,2.64E+11,3.09E+11,3.45E+11,4.01E+11,4.62E+11,3.86E+11,4.29E+11,4.98E+11,5.10E+11,5.23E+11,5.01E+11,3.88E+11
Poland,Europe & Central Asia,GDP,1.91E+11,1.99E+11,2.18E+11,2.54E+11,3.04E+11,3.43E+11,4.29E+11,5.30E+11,4.36E+11,4.79E+11,5.29E+11,5.00E+11,5.24E+11,5.45E+11,4.75E+11
Portugal,Europe & Central Asia,GDP,1.22E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11
Romania,Europe & Central Asia,GDP,40716836998,46174557556,59867801205,76216441462,99697566668,1.24E+11,1.72E+11,2.08E+11,1.67E+11,1.68E+11,1.85E+11,1.72E+11,1.92E+11,1.99E+11,1.78E+11
Russian Federation,Europe & Central Asia,GDP,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,2.03E+12,2.17E+12,2.23E+12,2.03E+12,1.33E+12
San Marino,Europe & Central Asia,GDP,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,,
Serbia,Europe & Central Asia,GDP,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,36513027128
Slovak Republic,Europe & Central Asia,GDP,30703017450,35083608131,46731767494,57240535138,62493023256,70388970016,86072414454,1.00E+11,88661433732,89254437086,97919794273,93049717830,98028544875,1.00E+11,86581789952
Slovenia,Europe & Central Asia,GDP,20875389931,23563581047,29697443017,34470229198,36346971770,39587730523,48114700246,55589863776,50244790220,48016423841,51287600778,46240004973,47675792660,49491396798,42746980843
Spain,Europe & Central Asia,GDP,6.26E+11,7.05E+11,9.07E+11,1.07E+12,1.16E+12,1.26E+12,1.48E+12,1.63E+12,1.50E+12,1.43E+12,1.49E+12,1.34E+12,1.37E+12,1.38E+12,1.20E+12
Sweden,Europe & Central Asia,GDP,2.40E+11,2.64E+11,3.31E+11,3.82E+11,3.89E+11,4.20E+11,4.88E+11,5.14E+11,4.30E+11,4.88E+11,5.63E+11,5.44E+11,5.79E+11,5.71E+11,4.93E+11
Switzerland,Europe & Central Asia,GDP,2.79E+11,3.01E+11,3.52E+11,3.94E+11,4.08E+11,4.29E+11,4.77E+11,5.52E+11,5.40E+11,5.81E+11,6.96E+11,6.65E+11,6.85E+11,7.01E+11,6.65E+11
Tajikistan,Europe & Central Asia,GDP,1080774006,1221113795,1554125543,2076148710,2312344311,2830228903,3719515379,5161298559,4979471964,5642221529,6522755783,7633036366,8506674783,9236309138,7853450374
Turkey,Europe & Central Asia,GDP,1.96E+11,2.33E+11,3.03E+11,3.92E+11,4.83E+11,5.31E+11,6.47E+11,7.30E+11,6.15E+11,7.31E+11,7.75E+11,7.89E+11,8.23E+11,7.99E+11,7.18E+11
Turkmenistan,Europe & Central Asia,GDP,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43485614035,37334232257
Ukraine,Europe & Central Asia,GDP,38009344577,42392896031,50132953288,64883060726,86142018069,1.08E+11,1.43E+11,1.80E+11,1.17E+11,1.36E+11,1.63E+11,1.76E+11,1.81E+11,1.32E+11,90615023324
United Kingdom,Europe & Central Asia,GDP,1.54E+12,1.68E+12,1.94E+12,2.30E+12,2.42E+12,2.59E+12,2.97E+12,2.79E+12,2.31E+12,2.40E+12,2.59E+12,2.63E+12,2.71E+12,2.99E+12,2.85E+12
Uzbekistan,Europe & Central Asia,GDP,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,63132848445,66732801393
Antigua and Barbuda,Latin America & Caribbean,GDP,773765185.2,802529333.3,839996370.4,898356148.1,997374111.1,1135143593,1289254333,1347349852,1206410370,1135539037,1129918370,1204713111,1200587519,1220976000,1297285370
Argentina,Latin America & Caribbean,GDP,2.69E+11,97724513456,1.28E+11,1.82E+11,2.21E+11,2.63E+11,3.29E+11,4.04E+11,3.77E+11,4.62E+11,5.58E+11,6.04E+11,6.24E+11,5.48E+11,
Aruba,Latin America & Caribbean,GDP,1920262570,1941094972,2021301676,2228279330,2331005587,2421474860,2623726257,2791960894,2498932961,2467703911,2584463687,,,,
"Bahamas, The",Latin America & Caribbean,GDP,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7909580000,7889750000,8234470000,8431750000,8510500000,8884441432
Barbados,Latin America & Caribbean,GDP,3116500000,3169500000,3275000000,3514500000,3897500000,4303500000,4546000000,4595000000,4602000000,4445500000,4358000000,4313000000,4281000000,4354500000,4451000000
Belize,Latin America & Caribbean,GDP,871860600,932551850,990350000,1057850000,1114202700,1217442150,1290542550,1368625150,1336957250,1397113450,1486712300,1573618750,1625828100,1717861750,1763000000
Bolivia,Latin America & Caribbean,GDP,8141537938,7905485216,8082364868,8773451739,9549077869,11451869165,13120183157,16674324634,17339992165,19649631308,23963033444,27084497540,30659338929,32996187988,33196819572
Brazil,Latin America & Caribbean,GDP,5.59E+11,5.08E+11,5.58E+11,6.69E+11,8.92E+11,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.61E+12,2.46E+12,2.47E+12,2.42E+12,1.77E+12
British Virgin Islands,Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
Cayman Islands,Latin America & Caribbean,GDP,,,,,,3207032513,,,,,,,,,
Chile,Latin America & Caribbean,GDP,72336972322,70984568429,77840186385,1.01E+11,1.24E+11,1.55E+11,1.73E+11,1.80E+11,1.72E+11,2.18E+11,2.51E+11,2.65E+11,2.77E+11,2.59E+11,2.40E+11
Colombia,Latin America & Caribbean,GDP,98203544965,97933392356,94684582573,1.17E+11,1.47E+11,1.63E+11,2.07E+11,2.44E+11,2.34E+11,2.87E+11,3.35E+11,3.70E+11,3.80E+11,3.78E+11,2.92E+11
Costa Rica,Latin America & Caribbean,GDP,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857,49236713603,49552639049,51106697024
Cuba,Latin America & Caribbean,GDP,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000,77149700000,,
Dominica,Latin America & Caribbean,GDP,343119364.3,337695734.8,350091216,374771474.9,370370370.4,390370370.4,421481481.5,458148148.1,489259259.3,493703703.7,501481481.5,485185185.2,506666666.7,524605000,537777777.8
Dominican Republic,Latin America & Caribbean,GDP,24892595799,26571659051,21277171990,22039210346,34004081037,35952890849,44073886687,48152993004,48193458083,53864484468,58361928552,60595109805,61198323069,63968906782,67103263863
Ecuador,Latin America & Caribbean,GDP,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.01E+11,1.01E+11
El Salvador,Latin America & Caribbean,GDP,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25054200000,25850200000
Grenada,Latin America & Caribbean,GDP,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698518518.5,758518518.5,825925925.9,771278111.1,771015888.9,778648666.7,799882148.1,842571333.3,911803777.8,978148148.1
Guatemala,Latin America & Caribbean,GDP,18702802399,20776403844,21917430474,23965276000,27211377220,30231249362,34113107085,39136436553,37733609939,41338008617,47654783851,50388460920,53851143341,58722323918,63794348775
Guyana,Latin America & Caribbean,GDP,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3166029056
Haiti,Latin America & Caribbean,GDP,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452718010,8776370457,8877465911
Honduras,Latin America & Caribbean,GDP,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19380958759,20152043003
Jamaica,Latin America & Caribbean,GDP,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946,14262303586,13927110142,14005654599
Mexico,Latin America & Caribbean,GDP,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.65E+11,1.04E+12,1.10E+12,8.95E+11,1.05E+12,1.17E+12,1.19E+12,1.26E+12,1.30E+12,1.14E+12
Nicaragua,Latin America & Caribbean,GDP,5323146566,5224213018,5322454926,5795568205,6321335612,6786294637,7458103362,8491388729,8380731880,8741313140,9755619760,10438842116,10874735111,11790221756,12692562187
Panama,Latin America & Caribbean,GDP,12501974600,12994218400,13693884200,15013275300,16374277900,18144936600,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700
Paraguay,Latin America & Caribbean,GDP,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,28965906502,30881166852,27622778722
Peru,Latin America & Caribbean,GDP,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02E+11,1.22E+11,1.21E+11,1.49E+11,1.71E+11,1.93E+11,2.02E+11,2.03E+11,1.92E+11
Puerto Rico,Latin America & Caribbean,GDP,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00E+11,1.01E+11,1.03E+11,,
Sint Maarten (Dutch part),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
St. Kitts and Nevis,Latin America & Caribbean,GDP,460467986.5,480825603.4,463418863.3,501150888.9,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,787290370.4,864766185.2,921888851.9
St. Lucia,Latin America & Caribbean,GDP,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341556,1194493407,1186800333,1249497000,1290025296,1311133148,1334385778,1404430556,1436390326
St. Martin (French part),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,Latin America & Caribbean,GDP,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610778296.3,651436074.1,695428851.9,674922481.5,681225963,676129407.4,692933740.7,720636185.2,729738560.4,751373263
Suriname,Latin America & Caribbean,GDP,763465550.5,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,4877888604
Trinidad and Tobago,Latin America & Caribbean,GDP,8824873259,9008273721,11305459802,13280275123,15982282468,18369070083,21642304046,27870257894,19175196446,21037612736,24409826346,24580844843,27257411604,28874122634,27805745961
Turks and Caicos Islands,Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
Uruguay,Latin America & Caribbean,GDP,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572633,30366213118,31660911279,40284682481,47962439303,51265399743,57531233351,57235766827,53442697568
"Venezuela, RB",Latin America & Caribbean,GDP,1.23E+11,92889586976,83622191419,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.29E+11,3.94E+11,3.16E+11,3.81E+11,3.71E+11,,
Virgin Islands (U.S.),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
Algeria,Middle East & North Africa,GDP,54744714110,56760288396,67863829705,85324998959,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.67E+11
Bahrain,Middle East & North Africa,GDP,8976207713,9632155053,11074822074,13150166755,15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,29044069149,30756462766,32897606383,33851063830,32221489362
Djibouti,Middle East & North Africa,GDP,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,1455416074,1589025860,
"Egypt, Arab Rep.",Middle East & North Africa,GDP,97632008710,87850683979,82924503943,78845185293,89685725230,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.76E+11,2.86E+11,3.01E+11,3.31E+11
"Iran, Islamic Rep.",Middle East & North Africa,GDP,1.27E+11,1.29E+11,1.54E+11,1.84E+11,2.20E+11,2.59E+11,3.37E+11,3.97E+11,3.99E+11,4.68E+11,5.92E+11,5.87E+11,5.12E+11,4.25E+11,
