name,region,indicator,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
Bahrain,Middle East & North Africa,HEX,3.79531921,3.89413936,3.73972896,3.36600777,3.15804988,3.07675509,3.07767478,3.16848651,3.786504,3.63764959,3.40195337,4.36591164,4.68637938,4.98079638,
Bangladesh,South Asia,HEX,2.46995061,2.59288743,2.51003846,2.61548602,2.67725039,2.79623022,2.79895606,2.84653391,2.90958368,3.06355993,3.155874,3.08120807,2.88285726,2.81899856,
Barbados,Latin America & Caribbean,HEX,5.47182997,5.76189211,5.81503159,5.71254394,5.37770788,5.27479782,5.63907522,6.01496305,6.21396814,6.16899137,6.66975378,7.42925203,7.5687307,7.469303,
Belarus,Europe & Central Asia,HEX,6.62474592,6.47012421,6.58928033,6.58678934,6.88634578,6.33679804,6.43772703,5.94918995,6.08504113,5.55420409,4.92365904,5.00822363,6.07206556,5.68772158,
Belgium,Europe & Central Asia,HEX,8.29205205,8.46176755,9.30359795,9.32102699,9.24428757,9.17112797,9.25207442,9.59842645,10.39434014,10.16564067,10.42349563,10.53975001,10.57290301,10.5947509,
Belize,Latin America & Caribbean,HEX,4.50244268,4.37927042,4.5348229,4.39392269,4.45271318,4.40074319,4.76058357,5.09281839,5.80764478,5.84584806,5.60522062,5.45306037,5.79061965,5.78895004,
Benin,Sub-Saharan Africa,HEX,4.68672761,4.27443185,4.63066141,4.56185468,4.73384847,4.75046608,4.54583981,4.19564004,4.46430984,4.94824039,5.36875255,4.85686602,4.59205377,4.59429651,
Bermuda,North America,HEX,,,,,,,,,,,,,,,
Bhutan,South Asia,HEX,5.91345001,7.75160507,4.9041054,4.40750213,5.28092275,5.26868823,5.87866065,6.57982434,6.02784218,5.17176159,4.73145771,3.70384573,3.82579516,3.57301481,
Bolivia,Latin America & Caribbean,HEX,6.31154371,6.52937179,5.30411075,5.21561551,5.66626332,5.19483534,4.96364424,5.00221817,5.76173626,5.44301385,5.49176327,5.5569911,5.9649866,6.33482729,
Bosnia and Herzegovina,Europe & Central Asia,HEX,7.16021767,7.01047901,7.9408288,9.0438333,8.49615182,8.28337432,8.37007608,8.58190329,9.64051655,9.57831611,9.71201831,9.9397549,9.46431161,9.57201597,
Botswana,Sub-Saharan Africa,HEX,5.72932944,6.47357061,4.64786115,5.55872796,5.62371187,4.92953585,4.71306526,5.55037104,6.38817073,5.64265217,5.24916763,6.27218857,5.83806784,5.41200262,
Brazil,Latin America & Caribbean,HEX,7.19063692,7.13005982,6.94296392,7.06793519,8.26702693,8.35570723,8.28058988,8.23798966,8.64909707,8.26736921,8.0901717,8.26089862,8.48312451,8.32283359,
British Virgin Islands,Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
Brunei Darussalam,East Asia & Pacific,HEX,3.05915827,3.03624423,3.09075683,3.00570028,2.62469019,2.24345194,2.31773158,2.22944566,2.84871691,2.73321659,2.24592919,2.30071015,2.61249972,2.64816289,
Bulgaria,Europe & Central Asia,HEX,7.23446648,7.40609292,7.43475437,7.08595529,7.07978092,6.6734753,6.41034419,6.61156197,6.77819389,7.24456053,6.88297734,7.10569778,7.93021922,8.44291326,
Burkina Faso,Sub-Saharan Africa,HEX,4.85203751,5.26139343,5.60978869,6.45328338,6.87238586,6.57889926,6.62938957,6.76855996,7.40543097,7.17005016,5.16945672,5.32688534,5.91240213,4.96026323,
Burundi,Sub-Saharan Africa,HEX,4.96067407,5.15367588,5.24840706,7.10205754,9.83776739,11.49013252,10.02676743,7.85946357,6.96418727,8.82066864,8.57801472,8.20755375,8.03161378,7.53556539,
Cabo Verde,Sub-Saharan Africa,HEX,5.18842561,5.17292778,4.99736722,5.06127652,4.85837167,5.11488034,4.30181632,3.96261016,4.24249163,4.8314955,4.5981957,4.60767994,4.29340629,4.75969597,
Cambodia,East Asia & Pacific,HEX,5.70229312,5.94573973,6.74284618,6.43218295,5.84121965,4.47935339,3.7458317,5.55434947,6.35516894,5.95280478,5.64142819,6.23920837,5.93281822,5.67563855,
Cameroon,Sub-Saharan Africa,HEX,4.70069873,4.86311777,4.97339975,4.73054345,4.75114245,4.68549975,4.75670352,5.17618655,5.06998858,5.28483734,3.96167517,4.33911457,4.29309731,4.10367158,
Canada,North America,HEX,9.09586921,9.36996095,9.54031491,9.55593893,9.57259884,9.75077613,9.834884,10.0314672,11.17309256,11.20113293,10.82129629,10.77921223,10.66516682,10.449582,
Cayman Islands,Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
Central African Republic,Sub-Saharan Africa,HEX,3.94971705,4.16499024,4.30920674,4.10144818,4.29009912,3.98872906,4.04420573,4.30491314,3.57683853,3.89743425,3.73272849,3.62284672,3.82208893,4.20022213,
Chad,Sub-Saharan Africa,HEX,6.08614845,8.33249881,5.49054134,5.71977487,3.91024833,3.32174296,3.34616501,2.9164692,3.30677754,2.94877337,3.16873244,3.0003298,3.41745392,3.6211644,
Channel Islands,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Chile,Latin America & Caribbean,HEX,6.50868916,6.47573804,7.33944363,6.93393245,6.69119625,6.18107636,6.34524532,6.8683536,7.39252832,6.96860594,7.00457914,7.23794642,7.5312947,7.78585767,
China,East Asia & Pacific,HEX,4.55782328,4.78507297,4.82123292,4.72284375,4.65846996,4.52241742,4.31833293,4.58905193,5.07535532,4.88633979,5.02886408,5.26451547,5.38570406,5.54822768,
Colombia,Latin America & Caribbean,HEX,5.96000372,5.66898945,5.92269295,5.37077635,5.8158366,6.1117047,6.25336641,6.61993597,7.01240715,6.75752454,6.63578902,6.93347013,6.8432,7.20129855,
Comoros,Sub-Saharan Africa,HEX,2.85941954,3.38792052,3.64985651,3.95907616,4.31649402,4.57135897,4.93045333,5.13058242,3.8159446,5.82480352,6.09705013,7.10723668,6.50938357,6.74764314,
"Congo, Dem. Rep.",Sub-Saharan Africa,HEX,2.66685774,2.5871639,3.20376686,3.33995801,3.14461623,3.38568114,3.61073821,4.45778277,5.6131874,4.04297925,3.53486147,3.7652661,3.88677527,4.32823361,
"Congo, Rep.",Sub-Saharan Africa,HEX,2.43633674,2.45276459,2.61050747,2.55529589,2.42171832,2.3727083,2.53770363,2.08514176,2.26558576,2.29284845,2.79015169,3.97634646,5.09464112,5.15141136,
Costa Rica,Latin America & Caribbean,HEX,7.24688126,8.22565685,8.44923734,7.79839004,7.73973795,7.8231858,8.36985934,9.00515369,9.68658882,9.65747228,9.72939981,9.55968402,9.4665247,9.31311229,
Cote d'Ivoire,Sub-Saharan Africa,HEX,4.84648676,4.46676932,4.65208666,5.23740268,5.3896073,5.87099688,6.34588449,6.20550231,6.41352727,6.32384065,6.42052546,6.14322312,5.80954361,5.71627357,
Croatia,Europe & Central Asia,HEX,7.16206455,6.19018539,6.34665765,6.55583737,6.89409977,6.95312104,7.44334788,7.7045206,8.17701771,8.24785313,7.79909419,7.79722563,7.82827445,7.80324176,
Cuba,Latin America & Caribbean,HEX,6.27017609,6.49530818,6.31477793,6.13763913,9.39424353,7.67119625,10.41968483,10.79330726,11.78167488,10.19428176,10.59691898,8.59069933,9.48202921,11.05880043,
Cyprus,Europe & Central Asia,HEX,5.78263528,6.1236131,6.83046446,6.41800628,6.3690867,6.27810151,6.05253416,6.89217292,7.40220132,7.2339653,7.53731961,7.43887767,7.45866684,7.36761162,
Czech Republic,Europe & Central Asia,HEX,6.42218784,6.79738309,7.13181689,6.90346859,6.93394326,6.69370303,6.522339,6.81889577,7.84539515,7.4318989,7.50106056,7.54794135,7.48649513,7.41091154,
Denmark,Europe & Central Asia,HEX,9.10017962,9.33288751,9.50939145,9.67486939,9.7699606,9.92431629,9.98729401,10.18303034,11.47219769,11.08183797,10.86554541,10.9838191,11.24700751,10.80495696,
Djibouti,Middle East & North Africa,HEX,5.37254273,5.44853384,6.2210856,6.7637107,7.21478463,7.05121762,7.72082465,8.04957964,8.37116146,8.84146484,8.71121911,8.94711732,9.13982602,10.56825612,
Dominica,Latin America & Caribbean,HEX,4.61495217,4.71101985,4.58840093,4.31835019,4.5907974,4.54040177,4.66781159,4.54347143,5.259277,5.71976867,5.63311849,5.35510714,5.58003918,5.48583257,
Dominican Republic,Latin America & Caribbean,HEX,5.59412454,5.78862837,5.53403296,4.28073586,4.26151651,4.34435286,4.34354051,4.19632994,4.41085261,4.06246968,4.21893383,4.26412797,4.11902833,4.37577756,
Ecuador,Latin America & Caribbean,HEX,3.85795035,4.61526692,6.46381498,6.21729056,5.87295184,5.85722282,5.93693781,5.66029931,5.57500385,5.9021487,5.9151677,6.47936086,7.28688971,9.16108824,
"Egypt, Arab Rep.",Middle East & North Africa,HEX,5.75054527,5.96959135,5.41204355,5.21090557,5.06260429,5.23956984,4.95043355,4.81986313,5.0088987,4.79725822,5.03966667,5.29360162,5.46252124,5.64211505,
El Salvador,Latin America & Caribbean,HEX,8.01874114,7.89933898,7.60620874,7.29741079,7.19019921,6.67646241,6.31506264,6.21326237,6.83139755,6.912477,6.8080665,6.70445412,6.94580058,6.77240285,
Equatorial Guinea,Sub-Saharan Africa,HEX,1.78308363,2.05102618,2.22972919,2.39764528,1.63062912,2.12883668,2.24801409,2.311263,5.32060059,3.83919384,3.29221335,4.00084211,3.73335792,3.80407904,
Eritrea,Sub-Saharan Africa,HEX,3.94880121,4.022588,3.50246439,3.14235447,2.96792167,3.29897088,3.29157461,3.68846683,3.30193937,3.24031896,3.06088999,2.97641275,3.0122195,3.33829318,
Estonia,Europe & Central Asia,HEX,4.85382046,4.8440834,4.91867721,5.13198242,5.01934025,5.01483256,5.15908483,6.05608547,6.93238582,6.24878186,5.8320426,6.36428657,6.48178731,6.37929421,
Ethiopia,Sub-Saharan Africa,HEX,4.26258377,4.72945755,4.63536942,4.23459837,4.20170809,4.46674967,4.69032041,4.28069284,4.40929621,6.86140983,6.54770287,5.76934846,5.19220468,4.88431325,
Faroe Islands,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Fiji,East Asia & Pacific,HEX,3.28148396,3.48156111,3.35233567,3.60774412,3.60776119,3.83604195,3.74015968,3.67865292,4.25794871,4.22789631,4.05573589,4.16378175,4.26284098,4.48749874,
Finland,Europe & Central Asia,HEX,7.42501005,7.80782855,8.15119542,8.20952406,8.42946509,8.38132513,8.09335361,8.35417138,9.20360107,9.0454216,9.01149493,9.29823712,9.54669008,9.67990894,
France,Europe & Central Asia,HEX,9.88690294,10.22030799,10.42832417,10.53472683,10.59988615,10.52922033,10.44898821,10.5698701,11.28059369,11.19721933,11.33488998,11.43898967,11.56028303,11.53951975,
French Polynesia,East Asia & Pacific,HEX,,,,,,,,,,,,,,,
Gabon,Sub-Saharan Africa,HEX,3.2299484,3.21867604,3.47902086,3.25513645,2.75520343,2.88201626,2.8583196,2.535878,3.42794074,3.4057095,3.12257014,3.13156309,3.98331084,3.43747162,
"Gambia, The",Sub-Saharan Africa,HEX,3.70840054,3.75098777,4.21918804,4.3519662,4.96685998,5.52277969,5.76134541,5.9455552,5.84983434,5.75051063,6.24125427,6.12343327,6.49113393,7.34040076,
Georgia,Europe & Central Asia,HEX,7.81612364,8.72331141,8.48522551,8.53107694,8.59882617,8.39422247,8.16731799,8.99319466,10.19421933,10.05158367,9.38218863,8.57085151,7.2473647,7.4166592,
Germany,Europe & Central Asia,HEX,10.15409317,10.39990223,10.61578862,10.37086787,10.51754561,10.34100073,10.1804053,10.39246762,11.40325491,11.25156004,10.93273699,10.99191973,11.16480314,11.29700067,
Ghana,Sub-Saharan Africa,HEX,3.55887452,3.07302943,3.12389313,3.95738509,4.50784786,4.63638188,5.30044343,4.85068811,5.17304409,5.33452117,4.80741948,4.7900551,4.62620018,3.55729189,
Gibraltar,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Greece,Europe & Central Asia,HEX,8.47012165,8.71768644,8.60848417,8.30236873,9.36146591,9.33528442,9.4084693,9.75879775,9.76326668,9.18486746,9.77188991,9.24254484,9.25694494,8.08426702,
Greenland,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Grenada,Latin America & Caribbean,HEX,7.66909007,6.67353847,5.89385798,5.23515143,5.50415611,5.99301739,5.87601597,5.76329049,6.24465331,6.40660082,6.34947937,6.35657502,6.1524108,6.09761403,
Guam,East Asia & Pacific,HEX,,,,,,,,,,,,,,,
Guatemala,Latin America & Caribbean,HEX,6.75862604,6.70663788,6.88412953,6.77302634,6.78948738,7.07207735,6.85595784,6.64882824,6.78776437,6.63841729,6.28384359,6.32933891,6.29628068,6.20230127,
Guinea,Sub-Saharan Africa,HEX,3.65332963,3.76254133,3.44611461,3.13747392,2.82148862,3.02029095,3.07812234,3.2070461,3.84851388,4.54713891,4.73099737,5.39134293,5.49316028,5.64479793,
Guinea-Bissau,Sub-Saharan Africa,HEX,5.03895833,5.83796501,5.61914548,5.41321192,5.71621565,5.8746927,6.1035278,6.04978909,6.80645346,6.69821693,5.45611123,5.96143163,6.13947839,5.59313736,
Guyana,Latin America & Caribbean,HEX,5.82490165,5.83507299,5.96831608,5.72841269,5.82749382,4.66920858,6.45346258,7.46423673,7.32019596,6.60294394,6.79708665,6.56510789,5.09615344,5.2478035,
Haiti,Latin America & Caribbean,HEX,5.63127188,5.46628153,5.31704135,5.61151004,4.40741512,5.69978142,5.55702995,5.92248802,6.6786433,8.09463583,10.41487851,9.88320415,8.10279783,7.55565419,
Honduras,Latin America & Caribbean,HEX,6.8768446,7.28280497,8.29433272,7.88885252,7.81458832,7.63244921,7.89426555,8.40137585,8.84061142,8.4510228,8.56802118,9.7798508,9.15018328,8.72268046,
"Hong Kong SAR, China",East Asia & Pacific,HEX,,,,,,,,,,,,,,,
Hungary,Europe & Central Asia,HEX,7.11497045,7.46547035,8.42191484,8.08316836,8.27979357,8.09995208,7.50953251,7.32650666,7.54933377,7.85048555,7.84003067,7.74065817,7.52727617,7.40078093,
Iceland,Europe & Central Asia,HEX,9.12238316,9.85538991,10.07437408,9.58713484,9.20976024,8.96470691,8.75292103,8.80337292,9.12074545,8.85548842,8.65326311,8.68327575,8.75450051,8.85916593,
India,South Asia,HEX,4.49651024,4.40107258,4.29653759,4.22013959,4.28217471,4.24668128,4.22653116,4.33949245,4.37573742,4.27967981,4.33115071,4.389042,4.52911807,4.68508833,
Indonesia,East Asia & Pacific,HEX,2.23198234,2.26862572,2.53372429,2.36774828,2.78958066,2.90514781,3.09844209,2.80594493,2.82545945,2.7406754,2.7131643,2.89787034,2.92591721,2.84686016,
"Iran, Islamic Rep.",Middle East & North Africa,HEX,5.02339127,5.38928283,5.41582194,5.8876663,6.06355948,5.94523503,5.84412037,6.28314503,7.63154127,8.01924969,7.12442249,6.9838344,6.49275923,6.8949223,
Iraq,Middle East & North Africa,HEX,,,4.36364226,5.61200838,4.13339428,2.99905461,3.69178171,3.9279652,4.64971686,3.82046695,3.31821307,5.26411877,5.9199233,5.53887318,
Ireland,Europe & Central Asia,HEX,6.59839384,6.85271589,7.04763499,7.33848733,7.26683559,7.22353538,7.57001772,8.64102477,9.53009384,8.76096475,8.14533747,8.32055052,8.00927632,7.78319657,
Isle of Man,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Israel,Middle East & North Africa,HEX,7.61027457,7.49158352,7.43618123,7.34611873,7.43511313,7.37962269,7.36888637,7.32999547,7.45871596,7.35697387,7.39438605,7.73373175,7.89399062,7.80830808,
Italy,Europe & Central Asia,HEX,8.11320938,8.22996699,8.17185036,8.49431614,8.70707069,8.81849072,8.48168567,8.88584923,9.41489657,9.41991203,9.27499911,9.28206804,9.21721878,9.24791783,
Jamaica,Latin America & Caribbean,HEX,5.33784359,4.85575957,4.55821974,4.80457328,4.06830563,4.22114615,4.87190883,5.40429222,5.15809611,5.29687787,5.21156436,5.65711987,5.90574802,5.36152479,
Japan,East Asia & Pacific,HEX,7.74668514,7.84847852,7.99594428,8.03487741,8.18154267,8.19413457,8.24853451,8.59902664,9.51396085,9.57849715,10.07184997,10.16980518,10.24737667,10.22874408,
Jordan,Middle East & North Africa,HEX,9.90197276,9.68129541,9.15453269,9.05278809,8.88253327,8.08490328,8.34550992,8.77647005,9.54302829,8.4176322,8.38611431,8.00466753,7.23316979,7.45299586,
Kazakhstan,Europe & Central Asia,HEX,3.47096531,3.61480665,3.69562808,3.95180407,4.06951322,3.72656036,3.18543508,3.64857277,4.13485255,4.42042194,4.05524966,4.3153085,4.29914863,4.35593983,
Kenya,Sub-Saharan Africa,HEX,4.62224717,4.53836443,4.44734056,4.28974554,4.36354595,4.24362134,4.07795506,3.89959146,4.16756719,3.97371597,5.2314281,5.49053237,5.56790477,5.72029126,
Kiribati,East Asia & Pacific,HEX,9.00297707,9.10312141,9.97939239,10.39189376,10.05853597,10.92704338,13.65860476,12.22926894,12.24187853,10.51872977,10.42241736,10.37479425,10.15483768,10.21295042,
"Korea, Dem. People’s Rep.",East Asia & Pacific,HEX,,,,,,,,,,,,,,,
"Korea, Rep.",East Asia & Pacific,HEX,4.75962664,4.61261035,4.92542518,4.95938228,5.32851591,5.75710863,5.98674394,6.15807158,6.65612235,6.79430738,6.83252287,7.01258591,7.19693064,7.37311255,
Kosovo,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Kuwait,Middle East & North Africa,HEX,3.60960453,3.56384791,3.22905642,2.7557707,2.37794798,2.25224274,2.13286507,1.93147895,3.87051709,2.7596631,2.61661289,2.57201714,2.5600271,3.04236844,
Kyrgyz Republic,Europe & Central Asia,HEX,4.78581,5.43420861,5.42793328,5.57289951,5.82230709,6.73429073,6.87338793,6.07102722,6.79492613,6.65733621,6.17973864,6.97356873,6.6786385,6.48376219,
Lao PDR,East Asia & Pacific,HEX,4.31878741,4.04067662,4.91118515,4.54444753,4.31668409,4.14334297,4.14439212,2.76996612,3.77060611,2.74584753,2.19661784,2.11887109,1.99960355,1.86554551,
Latvia,Europe & Central Asia,HEX,6.16677115,6.28923484,6.15252413,6.51218398,6.37415759,6.7991405,7.01215151,6.63050503,6.83979658,6.55480303,6.09974017,5.90778351,5.66928247,5.88069354,
Lebanon,Middle East & North Africa,HEX,10.90442335,10.04646111,9.3023934,8.90980781,8.41980531,8.83001398,8.9037559,8.07052509,7.42448512,7.19133602,7.12492597,6.9909271,6.63325169,6.39370883,
Lesotho,Sub-Saharan Africa,HEX,7.52988554,6.90802017,7.1297893,6.96398382,6.29584414,7.11552059,8.46770338,8.85089519,9.79523187,10.87000705,11.78852824,11.14497984,11.07282138,10.61767672,
Liberia,Sub-Saharan Africa,HEX,6.40765167,5.42610813,3.43834059,8.77485716,8.0358831,10.90408771,10.23524323,11.82501159,14.39018881,11.86712183,11.23228864,10.18650065,9.25436605,10.03633328,
Libya,Middle East & North Africa,HEX,4.05766524,4.56836292,4.06371504,3.46061724,2.70538066,2.5091272,2.62642263,2.04113186,3.1625065,3.05255664,4.77000711,4.29879351,4.33485587,4.96893503,
Liechtenstein,Europe & Central Asia,HEX,,,,,,,,,,,,,,,
Lithuania,Europe & Central Asia,HEX,6.26029317,6.39610514,6.45979375,5.67346919,5.83432657,6.19588569,6.22384874,6.60837899,7.53257874,7.09033823,6.85596808,6.66789481,6.59045056,6.55211709,
Luxembourg,Europe & Central Asia,HEX,7.40182986,8.26666277,7.66728887,8.20455465,7.94570112,7.74947883,6.79800543,7.33859064,8.1146262,7.68088676,7.3409169,7.17505184,7.09750397,6.93787356,
"Macao SAR, China",East Asia & Pacific,HEX,,,,,,,,,,,,,,,
"Macedonia, FYR",Europe & Central Asia,HEX,8.18345523,9.01364237,9.17089411,8.64424462,7.95350493,7.61320744,6.89955664,6.85128427,6.73638221,6.83334032,6.61114716,6.76264338,6.0737788,6.47637457,
Madagascar,Sub-Saharan Africa,HEX,5.17201954,5.29448848,4.81306658,4.8875444,5.03002085,5.11190088,4.98399653,4.49573889,4.70033897,4.86435014,4.2355947,3.45623205,4.14767794,3.04135502,
Malawi,Sub-Saharan Africa,HEX,5.07322144,4.82253715,6.34731849,7.81617071,8.20169881,8.99284504,9.31250037,10.69761085,10.17733374,10.04536369,11.67225735,12.05577458,10.96199023,11.37795606,
Malaysia,East Asia & Pacific,HEX,3.39740598,3.40338142,3.95394002,3.74492489,3.29181275,3.65423211,3.60562884,3.4712822,3.97454959,3.99044068,3.88778674,4.01140506,4.01811554,4.16907804,
Maldives,South Asia,HEX,5.83855621,5.77722073,5.89706416,5.88874714,9.52452498,7.37121198,6.64152393,9.30458288,9.21822502,7.92926355,8.11412868,9.16358288,11.16425478,13.73352009,
Mali,Sub-Saharan Africa,HEX,6.39271264,6.31707332,6.25006856,6.2798959,6.33580578,6.55543828,6.97251095,6.7369722,6.84936871,6.35206417,6.58863181,6.46533952,6.5777895,6.86216649,
Malta,Middle East & North Africa,HEX,7.11463824,7.85889852,8.05680621,8.46267194,8.83355332,8.93281432,8.35676141,8.15397796,8.33140474,8.29921427,9.59870689,9.95129454,9.89183881,9.74992027,
Marshall Islands,East Asia & Pacific,HEX,18.69292677,17.44297261,16.86879662,17.8403202,17.4250474,19.79982033,20.42172636,19.43177259,18.97912934,17.3351136,17.18970115,16.67534375,17.23845225,17.13572274,
Mauritania,Sub-Saharan Africa,HEX,4.33749659,5.31066019,4.52840343,4.70454966,4.2060502,3.20757593,3.53528514,3.22665716,3.78735326,3.27934195,2.86968767,3.36153201,3.63447484,3.77269904,
Mauritius,Sub-Saharan Africa,HEX,3.86541671,4.23599832,4.14728086,4.29214123,4.46865768,4.37870539,4.24109725,4.60310258,4.96772048,5.28526703,5.02482988,4.7562462,4.82151957,4.80954464,
Mexico,Latin America & Caribbean,HEX,5.35288319,5.5210778,6.02185177,6.11044039,6.0443102,5.83217814,5.91563943,6.06132066,6.59579987,6.39444283,6.04343893,6.21482997,6.29528345,6.29642103,
"Micronesia, Fed. Sts.",East Asia & Pacific,HEX,8.5835092,8.01953064,9.69052452,10.63613644,12.112,11.92411067,11.99023438,12.94214559,13.44070448,13.83044533,13.75699709,12.76737349,13.38425416,13.70691454,
Moldova,Europe & Central Asia,HEX,6.99630753,8.31253703,8.23547436,8.48619596,9.15376162,10.62583313,10.88435311,11.41339603,12.48972121,12.08179732,10.61121439,11.87332928,10.05471776,10.32365569,
Monaco,Europe & Central Asia,HEX,3.33167925,3.39151509,3.9340387,4.02616923,4.00135654,3.81972113,3.38073993,3.63699333,4.29791231,4.40020002,4.19310875,4.25538691,4.0300074,4.337683,
Mongolia,East Asia & Pacific,HEX,5.45485747,5.81219045,6.17936733,5.99465876,5.08566386,4.67597361,5.06366434,5.57702988,5.2898624,4.69693758,4.45434197,4.21982325,4.21146824,4.73034173,
Montenegro,Europe & Central Asia,HEX,8.22848975,8.33151401,8.91132279,8.44831694,8.46232483,8.01219061,6.74225066,6.13379906,6.07482371,6.90181545,6.92483198,7.2473971,6.42538419,6.41654268,
Morocco,Middle East & North Africa,HEX,4.4385331,5.30833933,5.25177742,5.21554804,5.05803376,5.23396796,5.47518256,5.41489757,5.66551271,5.85885463,5.98875179,6.14685256,5.93534584,5.90777806,
Mozambique,Sub-Saharan Africa,HEX,5.64277897,6.44871089,6.3923101,5.91276381,6.86781935,6.51278626,5.25271234,4.91337392,5.43496409,5.3803234,6.23470157,5.57950644,5.89790701,6.97558186,
Myanmar,East Asia & Pacific,HEX,1.80049104,2.05040164,1.96630795,1.96873038,1.83009783,1.77640517,1.68461292,1.87462274,2.04583935,1.92028227,1.86845552,2.21823163,2.15820037,2.27575459,
Namibia,Sub-Saharan Africa,HEX,6.17906153,6.16746382,6.52403029,6.47197619,7.31871061,7.19928741,6.99321064,7.14986622,8.05232515,7.89329936,8.78046547,8.23537727,8.52898331,8.92868766,
Nauru,East Asia & Pacific,HEX,14.27627969,15.56524263,14.40901784,11.62229274,12.57138688,13.54904504,19.14755531,16.44113877,9.45726812,9.10349444,7.66603943,6.96990224,4.65114671,3.32664948,
Nepal,South Asia,HEX,5.36080541,5.60111826,5.48432085,5.82296493,5.72405361,5.69674996,5.84111345,6.43595472,6.40782169,6.43130604,6.72915248,5.8926379,5.6862681,5.797226,
Netherlands,Europe & Central Asia,HEX,7.79322671,8.34457362,8.45717558,8.52118682,9.59771913,9.35703746,9.35717394,9.57126055,10.29027545,10.47572212,10.52716599,11.01234745,11.0448661,10.89729305,
New Caledonia,East Asia & Pacific,HEX,,,,,,,,,,,,,,,
New Zealand,East Asia & Pacific,HEX,7.57891522,7.8905146,7.71206749,7.8882147,8.24881468,8.64627633,8.35417746,10.6984593,11.20574784,11.1979699,11.24147297,11.53033809,11.17351069,11.0296101,
Nicaragua,Latin America & Caribbean,HEX,5.25911894,5.71455164,6.11615628,6.1259658,6.11145325,6.33185521,6.91390603,6.98285453,6.81780512,6.57853535,6.39394228,8.04170642,8.42894257,9.04013941,
Niger,Sub-Saharan Africa,HEX,7.00950375,6.55041776,6.23256935,6.60998896,7.14963764,7.39442881,6.93941879,6.75786887,6.97831587,6.36161217,6.66032034,6.10930646,5.0897826,5.82129922,
