name,region,indicator,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
Nigeria,Sub-Saharan Africa,HEX,3.24623068,2.43166603,4.04693455,4.32750562,4.10629745,3.65686026,4.4733267,3.99807623,4.23500082,3.47052573,3.68701062,3.2990842,3.70392576,3.66879844,
Northern Mariana Islands,East Asia & Pacific,HEX,,,,,,,,,,,,,,,
Norway,Europe & Central Asia,HEX,8.64555138,9.61619197,9.85260059,9.44112199,8.89402506,8.43055064,8.58441414,8.4020757,9.48566447,9.2556665,9.13551098,9.15682812,9.39187284,9.71971755,
Oman,Middle East & North Africa,HEX,3.08303075,3.18048539,3.17288586,2.97575695,2.58713523,2.31084657,2.42579068,2.01221452,2.83003846,2.74408324,2.49265722,2.523264,2.76083902,3.55393969,
Pakistan,South Asia,HEX,2.60799747,2.76317772,2.60877636,2.55792322,2.91358382,3.40168643,3.35353968,3.2590847,2.93914413,3.01609686,3.00636984,2.75972728,2.70392397,2.61391631,
Palau,East Asia & Pacific,HEX,8.62278913,8.41396898,8.47729758,8.80431634,8.21470499,8.71445874,9.0090566,9.0740546,9.52643642,10.6424429,9.29484695,9.35998673,9.26707342,9.02153343,
Panama,Latin America & Caribbean,HEX,7.72136354,8.0293993,7.60445984,8.08643586,7.47896823,6.99655716,6.30662961,6.75011236,7.56026325,8.04716512,7.50141666,7.24519314,8.08587822,8.0257236,
Papua New Guinea,East Asia & Pacific,HEX,6.67581279,7.68937382,6.79231045,8.39248669,6.41591818,5.91902791,4.03723822,4.05603415,4.35763089,4.17576533,4.94295908,4.55003511,4.7785428,4.26357082,
Paraguay,Latin America & Caribbean,HEX,7.61414476,6.77142556,5.98546934,5.77699347,6.07399547,6.42732062,6.4115059,7.06394059,9.13992194,9.10170096,9.4235562,10.33407449,10.49411979,9.81442131,
Peru,Latin America & Caribbean,HEX,4.98481333,4.93871106,4.5988428,4.56192538,4.71800204,4.46819608,4.59945033,4.72994861,5.36154745,5.03167838,4.92714048,5.17591754,5.23182008,5.47303468,
Philippines,East Asia & Pacific,HEX,2.9983988,2.79116169,3.24713196,3.22814859,3.9138542,3.95164594,3.94034192,4.04747517,4.41043729,4.37397274,4.28992635,4.45815444,4.55778632,4.7099852,
Poland,Europe & Central Asia,HEX,5.85595692,6.32075444,6.2217914,6.18540158,6.20353532,6.1706712,6.27954647,6.87653481,7.12088233,6.88449165,6.7023798,6.61772998,6.4042609,6.35024637,
Portugal,Europe & Central Asia,HEX,9.1032037,9.15465809,9.54101957,9.83769679,9.97647249,9.67265428,9.61953682,9.89868879,10.41844886,10.43672755,10.06864127,9.74360978,9.55334024,9.50107564,
Puerto Rico,Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
Qatar,Middle East & North Africa,HEX,2.55647744,2.71181463,4.14216222,3.60739107,3.01330669,2.58341286,2.31281695,1.87470035,2.63380793,2.09267664,1.92658264,2.15608952,2.14592773,2.18706236,
Romania,Europe & Central Asia,HEX,4.35687135,4.57232682,5.29882356,5.43201221,5.46905767,5.05987966,5.21089978,5.33489757,5.55959499,5.83283431,5.52618204,5.47833245,5.59558777,5.56500913,
Russian Federation,Europe & Central Asia,HEX,5.67444877,5.98934673,5.60863706,5.18758222,5.21198715,5.30478653,5.37995338,6.22459761,7.44325087,6.83091103,6.61180659,6.87955814,7.09185941,7.07040825,
Rwanda,Sub-Saharan Africa,HEX,4.38001652,4.17579115,6.34215334,6.24465499,6.83378867,10.01649788,8.49068054,7.66066411,7.20190506,7.90988034,7.71014085,7.67761838,7.6883653,7.53155111,
Samoa,East Asia & Pacific,HEX,5.15897595,5.01272806,4.70708479,4.44716302,4.4674683,4.67689122,5.25092298,4.51961091,5.04306066,5.70478027,5.79833054,5.01570584,6.90784194,7.21510906,
San Marino,Europe & Central Asia,HEX,4.70998606,4.67493655,4.25442586,4.17137933,4.08634536,3.85005378,3.87083755,3.94560934,4.57007456,5.01688731,5.71712772,6.28075946,6.04907828,6.12906486,
Sao Tome and Principe,Sub-Saharan Africa,HEX,10.27774064,10.2099232,11.1180666,9.93609895,10.03778171,7.84085755,7.43878143,5.66213472,6.6527575,5.24180131,5.44255012,8.60347569,9.76121412,8.35346606,
Saudi Arabia,Middle East & North Africa,HEX,4.48913476,4.28214226,4.01870035,3.5839803,3.4187517,3.54970413,3.48745137,2.87015066,4.08644859,3.49296819,3.56571403,3.86342862,4.24536506,4.68408481,
Senegal,Sub-Saharan Africa,HEX,4.97866497,5.06418774,5.39898595,5.68098678,5.35462391,5.4435566,4.72179722,4.93514752,4.8075596,4.62149151,4.41690185,4.31118548,4.51055336,4.66497201,
Serbia,Europe & Central Asia,HEX,6.88541032,8.09016738,8.12851142,8.23883414,8.70154867,8.99165287,10.01500892,10.04801464,9.90349052,10.08880983,9.72329413,9.89106186,10.11558912,10.36881192,
Seychelles,Sub-Saharan Africa,HEX,4.45396104,4.20887554,4.64427154,4.17338663,3.90758098,3.72881909,3.30160537,2.6367745,2.63590921,3.59400354,3.38253043,4.08323853,3.57848961,3.36981689,
Sierra Leone,Sub-Saharan Africa,HEX,11.8345473,11.96043347,11.69246204,11.66277367,12.24678485,10.67789154,10.1169446,10.29246346,13.13439594,10.31962615,11.98498249,11.23526449,11.58532421,11.08990224,
Singapore,East Asia & Pacific,HEX,2.3688879,2.84341036,3.62564229,3.17368627,3.7437377,3.65590488,3.45830706,3.91164646,4.27307275,3.95624757,3.93233174,4.22285179,4.52704132,4.92279194,
Sint Maarten (Dutch part),Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
Slovak Republic,Europe & Central Asia,HEX,5.50461613,5.62930119,5.81850192,7.21098106,7.04485118,7.34768079,7.75529417,8.0208281,9.15199445,8.50861648,7.95706221,8.14522055,8.00422824,8.05404755,
Slovenia,Europe & Central Asia,HEX,8.56912386,8.62002958,8.76732486,8.46523245,8.49586245,8.41787985,7.98322378,8.46557039,9.37871271,9.06859821,9.0771408,9.36723766,9.29292245,9.23388628,
Solomon Islands,East Asia & Pacific,HEX,6.4432523,6.09018055,6.00398587,5.64064416,7.83435685,6.6640115,6.42147919,5.97100604,7.92179206,7.46783612,5.08309566,5.48036406,5.42167209,5.05106254,
Somalia,Sub-Saharan Africa,HEX,,,,,,,,,,,,,,,
South Africa,Sub-Saharan Africa,HEX,8.31481812,8.08571189,8.25734824,7.92666753,7.76856193,7.56779385,7.53305757,7.74694468,8.38628739,8.5041601,8.61362713,8.79451471,8.77541891,8.79698456,
South Sudan,Sub-Saharan Africa,HEX,,,,,,,,,,,,2.7738404,2.61923747,2.73842073,
Spain,Europe & Central Asia,HEX,7.24157367,7.25041069,7.98814212,8.04569615,8.11898424,8.23258934,8.35762244,8.80496468,9.52140118,9.55574089,9.47835693,9.38884953,9.09572402,9.02988651,
Sri Lanka,South Asia,HEX,3.80731091,3.88774826,3.9535948,4.28272642,4.06081747,4.06216396,3.75875181,3.44475072,3.36899956,3.43256993,3.2814775,3.20966147,3.67699093,3.50335011,
St. Kitts and Nevis,Latin America & Caribbean,HEX,4.97210133,4.85158469,4.94841062,4.72913659,4.80077315,5.45901566,5.29182061,5.91390479,5.00208583,5.49998123,5.88112635,5.78722052,6.13575203,5.08036532,
St. Lucia,Latin America & Caribbean,HEX,6.09831345,6.32567716,6.10343642,6.19944529,6.24652588,6.37266722,6.8131974,7.43456753,8.11908183,8.09611928,7.58420617,8.34772855,7.85441263,6.71904145,
St. Martin (French part),Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,Latin America & Caribbean,HEX,3.64487016,3.93148728,3.90559599,3.72254162,3.65905803,3.88350892,3.92014582,4.69654243,5.13037013,4.70791229,4.99199565,8.47719837,5.2086,8.63023974,
Sudan,Sub-Saharan Africa,HEX,2.96223361,2.94690725,3.17703293,3.39271563,3.1765208,3.92670182,4.72342094,8.16712987,8.0387379,7.96507777,8.02944311,8.20038881,8.42182058,8.42877471,
Suriname,Latin America & Caribbean,HEX,8.37819571,7.1421666,6.62355609,6.87614002,6.7755102,6.21722335,5.92394468,5.92226887,6.13576782,5.80511399,5.93024378,6.08716678,5.96477182,5.68746988,
Swaziland,Sub-Saharan Africa,HEX,5.11405331,5.15565081,5.70622138,5.88376476,6.79799069,6.81322502,7.0494846,8.19474448,8.46365405,8.46995395,8.61329306,8.75829595,9.65813772,9.25193954,
Sweden,Europe & Central Asia,HEX,8.85949228,9.22815647,9.31003467,9.08797098,9.06150305,8.94799761,8.91722313,9.22835422,9.93895273,9.46876598,11.70251308,11.80240408,11.96648921,11.92983965,
Switzerland,Europe & Central Asia,HEX,10.28167391,10.60657136,10.933913,10.96120293,10.86294204,10.38772207,10.20985654,10.2889506,11.00053859,11.07054472,11.21213823,11.58918948,11.70740988,11.65926872,
Syrian Arab Republic,Middle East & North Africa,HEX,4.91523547,4.9424633,5.11607166,4.47860155,4.10970595,3.77755937,3.72233305,3.39762749,3.54647033,3.27644738,3.23254125,3.2546046,3.25453108,3.25453108,
Tajikistan,Europe & Central Asia,HEX,4.58575814,4.47985599,4.46175837,5.07023451,5.88684129,5.70209357,5.34661226,5.58479823,5.92820612,6.04279741,5.98248817,6.39187459,6.75199215,6.880884,
Tanzania,Sub-Saharan Africa,HEX,3.27675923,3.5897047,4.05540452,4.09591423,4.66284406,6.86400679,4.71826274,4.21458618,3.97365888,5.29671631,5.71831577,5.72109354,5.56967822,5.58011591,
Thailand,East Asia & Pacific,HEX,3.73841269,4.68076464,4.76460406,4.56710231,4.64478993,4.85773975,5.45259025,5.66074957,5.79526267,5.4092974,5.91425697,6.15854473,6.17521536,6.52943298,
Timor-Leste,East Asia & Pacific,HEX,3.74927975,3.88859344,2.48303393,1.30917431,1.04740904,0.65286624,0.36832022,0.73921941,1.01851052,0.92235429,0.75749142,1.00788672,1.28677234,1.47530345,
Togo,Sub-Saharan Africa,HEX,4.28754557,4.0672205,4.99880284,5.06130245,5.17180825,5.56021357,5.54708083,5.73187263,6.63672007,5.36773553,5.20927104,5.11056848,5.11926485,5.24687674,
Tonga,East Asia & Pacific,HEX,5.65871081,5.02974129,5.08974932,4.87078703,6.52379264,5.60594356,5.81765428,5.12973873,4.66848316,4.59400374,4.06038924,4.51094427,4.98418762,5.17677064,
Trinidad and Tobago,Latin America & Caribbean,HEX,4.39833331,4.99769053,5.12558072,5.2241969,5.31033616,4.48975901,4.82306179,4.3981753,6.47087206,5.28531009,5.05638554,5.78214255,5.98343264,5.93319696,
Tunisia,Middle East & North Africa,HEX,5.29072381,5.31933929,5.35778086,5.62538521,5.56702876,5.64434473,5.64191897,5.6286516,6.18404687,6.54360565,7.15464127,7.17870481,7.26466474,7.00385794,
Turkey,Europe & Central Asia,HEX,5.16018215,5.35671343,5.33861757,5.37016598,5.44880157,5.81085626,6.03715628,6.07447864,6.07952123,5.61321761,5.28676115,5.2363833,5.384456,5.41495949,
Turkmenistan,Europe & Central Asia,HEX,3.87186243,3.3377542,3.85321101,4.03345977,3.51024521,2.90279089,2.15851852,1.9252072,1.88168599,1.98723852,1.98105412,1.96187546,2.12069027,2.06738625,
Turks and Caicos Islands,Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
Tuvalu,East Asia & Pacific,HEX,17.43301317,14.5805306,21.88030831,16.93131245,18.41012845,19.37748443,16.99930755,13.42532962,12.8212381,16.75279266,16.97994463,13.77340665,16.61044357,16.53663877,
Uganda,Sub-Saharan Africa,HEX,7.26084954,7.78265962,7.5364715,8.89591147,9.36187998,9.86250092,9.76286949,9.10394727,8.42938791,11.02478546,9.08972092,7.58352882,7.47352248,7.22213686,
Ukraine,Europe & Central Asia,HEX,5.65578135,6.25127679,6.93362184,6.60913962,6.41043647,6.39231981,6.35521436,6.63441822,7.79946242,7.80753352,6.98430531,7.46947303,7.66658213,7.09573611,
United Arab Emirates,Middle East & North Africa,HEX,2.48427471,2.71758304,2.64640737,2.46216142,2.32021865,2.32534364,2.56564188,2.92853487,4.04992386,3.92945183,3.7038587,3.44599956,3.48564353,3.64398564,
United Kingdom,Europe & Central Asia,HEX,7.31085769,7.56801541,7.81211385,7.97890281,8.23536912,8.36326097,8.41613855,8.85089693,9.80995593,9.50702943,9.33870027,9.41083326,9.33908653,9.11547172,
United States,North America,HEX,13.72876259,14.54940527,15.05869771,15.13565701,15.15399054,15.2700426,15.56604376,16.02261006,16.99914257,17.0167582,17.05713122,17.01736133,16.89772211,17.14075435,
Uruguay,Latin America & Caribbean,HEX,7.45887275,7.17898084,6.51517001,11.58763842,11.1496572,11.17178456,8.22815252,8.17280036,8.78469846,8.62826624,8.55410488,8.7407876,8.67769884,8.5814914,
Uzbekistan,Europe & Central Asia,HEX,5.27690086,5.43685001,5.16997656,5.11436038,5.11296685,5.49300901,5.81239577,5.92163254,6.31487791,5.34396144,5.64815804,6.49281819,6.31652519,5.83852176,
Vanuatu,East Asia & Pacific,HEX,3.36538173,3.52286849,4.01906287,4.11663165,3.86851559,3.96261637,3.67007251,3.66361488,3.90267183,4.71116665,3.84552673,3.70249939,3.92031081,5.02357493,
"Venezuela, RB",Latin America & Caribbean,HEX,5.20843586,4.93143968,4.93347186,4.77964216,4.6940286,4.85046028,5.25316087,3.98047064,5.81361503,5.03666547,5.2449473,4.80160508,4.93680816,5.2567025,
Vietnam,East Asia & Pacific,HEX,5.17364313,4.69805786,4.83899044,5.08710719,5.37666261,5.56258599,6.0923572,5.52834177,6.0398131,6.36084929,6.2016319,6.96358104,7.16550866,7.06677833,
Virgin Islands (U.S.),Latin America & Caribbean,HEX,,,,,,,,,,,,,,,
West Bank and Gaza,Middle East & North Africa,HEX,,,,,,,,,,,,,,,
"Yemen, Rep.",Middle East & North Africa,HEX,4.33521896,4.2192872,5.00406928,4.8988836,4.5804801,4.81712889,4.91766097,5.11744651,5.31633725,5.17144739,5.0414585,5.73349373,5.77556499,5.63699019,
Zambia,Sub-Saharan Africa,HEX,6.56316538,6.92776191,8.17601711,7.32536011,7.55610861,6.10709037,4.36579232,4.8719934,4.72867894,4.40728156,4.262571,4.91328998,4.99279017,4.98676469,
Zimbabwe,Sub-Saharan Africa,HEX,6.15713524,6.53175852,6.51500899,7.13051837,6.43560337,5.1241363,4.47385581,4.95530438,6.25858308,5.37316536,6.30657418,6.68618346,6.88119338,6.43947119,
